Database,Table,Variable,Label,Type,Nomenclature
RA_2020,EXPLOITATIONS,EXTPRESTA3,Externalisation : actes techniques liés aux productions végétales,float64,
RA_2020,EXPLOITATIONS,EXTPRESTA4,Externalisation : actes techniques liés aux productions animales,float64,
RA_2020,EXPLOITATIONS,TYPEXTPRESTA1_ECH,"Externalisation de la préparation du sol, de la fertilisation minérale",float64,
RA_2020,EXPLOITATIONS,TYPEXTPRESTA2_DOM,"Travaux d'entretien (girobroyage, ...)",float64,
RA_2020,EXPLOITATIONS,TYPEXTPRESTA3_ECH,Externalisation des traitements phytosanitaires,float64,
RA_2020,EXPLOITATIONS,TYPEXTPRESTA4_ECH,"Externalisation des opérations de taille, liage de la vigne, taille des haies",float64,
RA_2020,EXPLOITATIONS,TYPEXTPRESTA5_ECH,"Externalisation de la récolte, de la fenaison, de l'ensilage, de l'enrubannage",float64,
RA_2020,EXPLOITATIONS,TYPEXTPRESTA6_DOM,"Chargement, transport de la canne à sucre",float64,
RA_2020,EXPLOITATIONS,TYPEXTPRESTA7_ECH,Externalisation d'autres prestations pour les productions végétales,float64,
RA_2020,EXPLOITATIONS,TYPEXTPRESTA8_ECH,Externalisation de l'épandage de déjections animales ou de fertilisants organiques,float64,
RA_2020,EXPLOITATIONS,INFOPRESTA7_ECH,Informations sur l'externalisation de prestations dédiées aux productions végétales ,string,
RA_2020,EXPLOITATIONS,INFOPRESTA9_ECH,Informations sur l'externalisation de prestations dédiées à l'élevage,string,
RA_2020,EXPLOITATIONS,JETA_ECH,Nombre de jours de travail effectué par une ETA,float64,
RA_2020,EXPLOITATIONS,JCUMA_ECH,Nombre de jours de travail effectué par une CUMA,float64,
RA_2020,EXPLOITATIONS,JSICA_DOM,Nombre de jours de travail effectué par une SICA,float64,
RA_2020,EXPLOITATIONS,JPRESTA_ECH,Nombre de jours de travail effectué par d'autres prestataires,float64,
RA_2020,EXPLOITATIONS,EVALRISQ_ECH,Evaluation des risques,string,EXPLOITATIONS__EVALRISQ_ECH
RA_2020,EXPLOITATIONS,IMPODET,Régime d'imposition,string,EXPLOITATIONS__IMPODET
RA_2020,EXPLOITATIONS,COLL_ECHANGE_ECH,Groupe d'échange d'expériences et de résultats ou de formation,float64,
RA_2020,EXPLOITATIONS,COLL_OPNC_ECH,Organisation de producteurs non commerciale,float64,
RA_2020,EXPLOITATIONS,COLL_CUMA_ECH,Coopérative d'Utilisation du Matériel en Commun,float64,
RA_2020,EXPLOITATIONS,COLL_TRAVAIL_ECH,Banque de Travail Agricole ou entraide formalisée,float64,
RA_2020,EXPLOITATIONS,RISQUE_CLIM_ECH,Assurance risque climatique,string,EXPLOITATIONS__RISQUE_CLIM_ECH
RA_2020,EXPLOITATIONS,RISQUE_CLIM_MONO_ECH,Assurance monorisque climatique,string,EXPLOITATIONS__RISQUE_CLIM_MONO_ECH
RA_2020,EXPLOITATIONS,RISQUE_CA_ECH,Assurance chiffre d'affaires pour les cultures,string,EXPLOITATIONS__RISQUE_CA_ECH
RA_2020,EXPLOITATIONS,RISQUE_DEP_ECH,Existence d'un compte DPA ou DEP,string,EXPLOITATIONS__RISQUE_DEP_ECH
RA_2020,EXPLOITATIONS,RISQUE_MAT_ECH,Souscription à contrat d'options sur les marchés à terme,string,EXPLOITATIONS__RISQUE_MAT_ECH
RA_2020,EXPLOITATIONS,RISQUE_FMSEHORSMSA_ECH,Affiliation à une section spécialisée du MFSE hors MSA,string,EXPLOITATIONS__RISQUE_FMSEHORSMSA_ECH
RA_2020,EXPLOITATIONS,RISQUE_AUTRE_ECH,Autre dispositif de gestion des risques,string,EXPLOITATIONS__RISQUE_AUTRE_ECH
RA_2020,EXPLOITATIONS,NUM_GESTION_ECH,Recours au numérique : logiciel de gestion de l'exploitation,float64,
RA_2020,EXPLOITATIONS,NUM_CULT_ECH,Recours au numérique pour l'observation des cultures,float64,
RA_2020,EXPLOITATIONS,NUM_ELEV_ECH,Recours au numérique pour l'observation de l'élevage,float64,
RA_2020,EXPLOITATIONS,NUM_INTERV_ECH,Recours au numérique pour certaines interventions,float64,
RA_2020,EXPLOITATIONS,DEVENIR,Devenir de l'exploitation si plus de 60 ans (formes sociétaires et exploitations individuelles),string,EXPLOITATIONS__DEVENIR
RA_2020,EXPLOITATIONS,IMPUT_NR_TOT,Indicatrice d'imputation de la non réponse totale (dossiers entièrement imputés),float64,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,Biocontrole,Produit de biocontrôle ,bool,phytofruits18_TTMT_Phyto_actualise__Biocontrole
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBACA,4.2 Cible insectes et acariens : acariens,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBADJ,4.2 Cible adjuvants,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBAIA,4.2 Cible autres insectes et acariens,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBALEU,4.2 Cible insectes et acariens : aleurode,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBAUTMAL,6.2 - Cible autres maladies,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBAUTMAL_FERTI,6.2 - Cible autres maladies,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBBACT,6.2 - Cible maladies : bactériose,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBBACT_FERTI,6.2 - Cible maladies : bactériose,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBCARPO,4.2 Cible insectes et acariens : carpocapse,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBCERAT,6.2 - Cible maladies : cératite,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBCERCO,6.2 - Cible maladie : Cercosporiose,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBCERCO_FERTI,6.2 - Cible maladie : Cercosporiose,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBCHAR,4.2 Cible insectes et acariens : charançon,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBCICV,6.2 - Cible maladies : cicadelle verte,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBCLOQUE,6.2 - Cible maladies : cloque,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBCLOQUE_FERTI,6.2 - Cible maladies : cloque,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBCOCH,4.2 Cible insectes et acariens : cochenilles,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBCOLEO,4.2 Cible insectes et acariens : coleoptère,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBCYLIN,6.2 - Cible maladies : cylindrosporiose,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBCYLIN_FERTI,6.2 - Cible maladies : cylindrosporiose,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBDEFOLI,4.2 Cible insectes et acariens : défoliatrice,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBDIV,"4.2 Cible : divers (autres ravageurs, ...)",bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBEEE,4.2 Cible éclaircissage chimique régulateur de croissance activateur chute de fruits,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBFOURM,4.2 Cible insectes et acariens : fourmi,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBFUSA,6.2 - Cible maladie : Fusariose,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBGREASY,4.2 Cible : greasy spot,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBGREASY_FERTI,4.2 Cible : greasy spot,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBLE_APP,Cible d'appariement pour calcul IFT,string,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBMALCONS,6.2 - Cible maladies de conservation,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBMALCONS_FERTI,6.2 - Cible maladies de conservation,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBMINEU,4.2 Cible insectes et acariens : mineuse,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBMONI,6.2 - Cible maladies : monilia,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBMONI_FERTI,6.2 - Cible maladies : monilia,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBMONIFLEUR,6.2 - cible maladie : monilia fleurs,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBMONIFLEUR_FERTI,6.2 - cible maladie : monilia fleurs,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBMOUCHE,4.2 Cible insectes et acariens : mouches autres que susuki,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBMOUSS,4.2 Cible : mousse lichen,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBMOUSS_FERTI,4.2 Cible : mousse lichen,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBNEM,4.2 Cible insectes et acariens : nématodes,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBOID,6.2 - Cible maladies : oïdium,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBOID_FERTI,6.2 - Cible maladies : oïdium,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBPAPI,4.2 Cible : papillon piqueurs de fruits,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBPHYTOPH,4.2 Cible : phytophtora,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBPHYTOPH_FERTI,4.2 Cible : phytophtora,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBPUCE,4.2 Cible insectes et acariens : pucerons,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBROUIL,6.2 - Cible maladies : rouille,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBROUIL_FERTI,6.2 - Cible maladies : rouille,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBSCAB,6.2 - Cible maladie : SCAB,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBSCAB_FERTI,6.2 - Cible maladie : SCAB,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBSUZUKI,4.2 Cible insectes et acariens : mouche suzukii,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBTAV,6.2 - Cible maladies : tavelure,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBTAV_FERTI,6.2 - Cible maladies : tavelure,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBTERMIT,4.2 Cible : termites,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBTHR,4.2 Cible insectes et acariens : thrips,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CIBTORD,4.2 Cible insectes et acariens : tordeuses,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,COM,résultat de l'appariement avec le référentiel,string,phytofruits18_TTMT_Phyto_actualise__COM
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,COMMENTFICHEPHYTO,6.2 -  commentaire fiche phyto,string,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CONAIDOFERTIF,6.2 - Composition du fertilisant connue.,int64,phytofruits18_TTMT_Phyto_actualise__CONAIDOFERTIF
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,CONVERSION_fin,Mode de conversion retenu,string,phytofruits18_TTMT_Phyto_actualise__CONVERSION_fin
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,DR,dose de référence du traitement,int64,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,DR_dose_ha,Dose de référence du traitement rapportée à l'hectare,int64,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,ecart,Produit à forte amplitude de doses d'homologation selon les cibles,int64,phytofruits18_TTMT_Phyto_actualise__ecart
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,EFUMCBO,6.2 - Concentration en bore %,float64,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,EFUMCCS,6.2 - Concentration en soufre %,float64,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,EFUMCCU,6.2 - Concentration en cuivre %,float64,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,EFUMQBO,6.2 -  quantité de bore,float64,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,EFUMQCU,6.2 - Qté par ha de cuivre,float64,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,EFUMQSO,6.2 - Qté par ha de soufre,float64,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,EFUMUNI,6.2 Unité des éléments apportés,int64,phytofruits18_TTMT_Phyto_actualise__EFUMUNI
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,equivalent_azupec_kg_ha,Appliqué sur produits fertilisanst à base de soufre,int64,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,equivalent_bouillie_bordelaise_kg_ha,Appliqué sur produits fertilisanst à base de cuivre. ,int64,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,FERTILIB,6.2 - nom du fertilisant,string,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,FERTIPROD,4.2 Produit commercial,int64,phytofruits18_TTMT_Phyto_actualise__FERTIPROD
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,ID_PHYTOFRUITS2018_PHYTO,Identifiant de la ligne de traitement,int64,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,IFT_TRAIT_red,IFT du traitement après redressement,int64,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,LISTE_CIBLES,Listes des cibles ,string,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,mineral_prendre_en_compte_pour_ift,Pour les produits fertilisants retenus pour le calcul de l'IFT.,string,phytofruits18_TTMT_Phyto_actualise__mineral_prendre_en_compte_pour_ift
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,N_AMM,Numéro d'AMM,string,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,NATTRAIT,6.2 - Nature du traitement,string,phytofruits18_TTMT_Phyto_actualise__NATTRAIT
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,NBCIBLES,Nombre de cibles,int64,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,PHYCIBADVENS,6.2 - adventices espèces non spécifiées,bool,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,PHYTO_dose_ha,Dose de produit commercial utilisé rapportée à l'hectare,int64,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,PHYTOBOUIL,6.2 - Quantité de bouillie utilisée  à l'ha (eau + produits + adjuvant),int64,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,PHYTOBOUIL_comp,6.2 - Quantité de bouillie utilisée  à l'ha (eau + produits + adjuvant),int64,phytofruits18_TTMT_Phyto_actualise__PHYTOBOUIL_comp
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,PHYTODAT,6.2 - Date du passage,datetime64[ns],
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,PHYTODOSCALC,4.2 Calcul dose de produit commercial ,float64,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,PHYTODOSE,6.2 Dose de produit commercial utilisée,float64,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,PHYTODOSE_comp,6.2 Dose de produit commercial utilisée,float64,phytofruits18_TTMT_Phyto_actualise__PHYTODOSE_comp
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,PHYTOLIBAUTRE,6.2 Nom du produit Autre,string,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,PHYTOMODE,mode de traitement de l'herbicide,int64,phytofruits18_TTMT_Phyto_actualise__PHYTOMODE
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,PHYTOPASS,6.2 - Numéro de passage,int64,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,PHYTOPROD,4.2 Produit commercial,int64,phytofruits18_TTMT_Phyto_actualise__PHYTOPROD
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,PHYTOPSUPPT,6.2 Part du lot traitée (% de superficie),string,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,PHYTOPSUPPT_comp,6.2 Part du lot traitée (% de superficie),string,phytofruits18_TTMT_Phyto_actualise__PHYTOPSUPPT_comp
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,PHYTORDR,6.2 - numéro d'ordre,string,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,PHYTOUNI,6.2 Unité de la dose de produit commercial apportée,int64,phytofruits18_TTMT_Phyto_actualise__PHYTOUNI
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,PHYTOUNI_comp,6.2 Unité de la dose de produit commercial apportée,int64,phytofruits18_TTMT_Phyto_actualise__PHYTOUNI_comp
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,PRODCOURT,6.2 Libellé court,string,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,QFUMF,6.2 - Quantité de fertilisant apportée à l'ha,float64,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,REDCOM,Traitement IFT redressé,string,phytofruits18_TTMT_Phyto_actualise__REDCOM
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,SURFACETRAITEE,surface traitée en ares,int64,
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,TYPE_APP,Type d'appariement,string,phytofruits18_TTMT_Phyto_actualise__TYPE_APP
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,TYPE_TRAIT,Type de traitement,string,phytofruits18_TTMT_Phyto_actualise__TYPE_TRAIT
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,UFUMF,6.2 Unité quantité fertilisant apportée à l'ha,int64,phytofruits18_TTMT_Phyto_actualise__UFUMF
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,UNITE_DR,unité de la dose de référence,string,phytofruits18_TTMT_Phyto_actualise__UNITE_DR
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,VALID,Traitement IFT à redresser / à la dose faible ou forte,int64,phytofruits18_TTMT_Phyto_actualise__VALID
Phytofruits_2018,phytofruits18_TTMT_Phyto_actualise,valid_dose_srise,Dose validée par le SRISE,string,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,identifiant_dossier,,float64,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,NOM_DOSSIER,,string,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,NSUPLOT,0.85 Nouvelle superficie du lot (en ares),float64,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,espece,,string,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,iddossierligne,"concatenation NOM_DOSSIER, idlignetexte) pour rendre unique chaque ligne saisie",string,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,ID_LIGNE,,string,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,idlignetexte,mise de l id_ligne en format chaine,string,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,FUMORDR,2.5 Fumure minérale : numéro d'ordre,string,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,FUMPASS,2.5 Fumure minérale : Numéro du passage,float64,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,FUMDAT,2.5 Fumure minérale : Date apport,string,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,FUMTYP,2.5 Fumure minérale : Type apport,string,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,FUMCAT,2.5 Fumure minérale : Catégorie apport,string,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,FUMCOD,2.5 Fumure minérale : produit fertilisant,string,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,FUMAUT,2.5 Fumure minérale : Autre apport,string,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,CONAIDOFERTI,2.5 Fumure minérale : Connaissance unité,string,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,QFUMM,2.5 Fumure minérale : Quantité de fertilisant apportée à l'ha,float64,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,UFUMM,2.5 Fumure minérale : Unité apport minéral,string,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,FUMCN,2.5 Fumure minérale : Concentration en azote,float64,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,FUMCP,2.5 Fumure minérale : Concentration en phosphore,float64,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,FUMCK,2.5 Fumure minérale : Concentration en potassium,float64,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,FUMCSO,2.5 Fumure minérale : Concentration en soufre,float64,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,FUMCMAG,2.5 Fumure minérale : Concentration en magnésium,float64,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,FUMCCA,2.5 Fumure minérale : Concentration en calcium-chaux,float64,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,FUMUNI,2.5 Fumure minérale : Unité des éléments apportés,string,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,FUMQN,2.5 Fumure minérale : Qté par ha d' azote,float64,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,FUMQP,2.5 Fumure minérale : Qté par ha de phosphore,float64,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,FUMQK,2.5 Fumure minérale : Qté par ha de potassium,float64,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,FUMQSO,2.5 Fumure minérale : Qté par ha de soufre,float64,
PKfruits_2015,20180511_PKFruits2015_FERTILISATION,FUMQMAG,2.5 Fumure minérale : Qté par ha de magnésium,float64,
